town_id,applied_town_id_ratio
90_1914,1.5
90_207,1.5
90_2436,1.5
90_2472,1.5
90_2623,1.5
90_2624,1.5
90_2625,1.5
90_2712,1.5
90_2783,1.5
90_2814,1.5
90_2841,1.5
90_3035,1.5
90_3282,1.5
90_3526,1.5
90_3799,1.5
90_419,1.5
90_440,1.5
90_515,1.5
90_620,1.5
90_628,1.5
90_727,1.5
90_743,1.5
90_757,1.5
90_763,1.5
90_813,1.5
90_818,1.5
90_843,1.5
90_846,1.5
90_906,1.5
90_939,1.5
90_985,1.5
900_3272,1.5
910_224,1.5
910_3077,1.5
910_602,1.5
930_1385,1.5
940_1820,1.5
940_2735,1.5
940_730,1.5
950_4107,1.5
960_7015,1.5
970_1406,1.5
970_2253,1.5
980_1525,1.5
980_1589,1.5
980_3560,1.5
990_1641,1.5
990_3913,1.5
990_661,1.5
350_249,1.4978911468418803
280_1003,1.4964207303762858
80_1542,1.4955214301765978
880_1562,1.4947624326947477
100_342,1.4933484546829299
610_4544,1.4900629384552186
670_810,1.489319027342155
420_652,1.4879951989893632
30_1866,1.485849951940381
80_185,1.4857277687797816
180_7454,1.4849613354121374
210_1944,1.4835829296002543
480_564,1.4807471373458332
350_3899,1.4765921675389164
50_985,1.4763458365214208
210_868,1.4748342844438107
280_2231,1.474762370328896
330_4011,1.4747402972775197
1620_566,1.466357088069513
150_1270,1.4662305691724404
1020_3594,1.4634380388506452
260_747,1.4617070096256237
2550_2314,1.4609180537844828
200_740,1.4601874092204685
1450_3918,1.45795416463874
150_1042,1.4555967956646891
540_345,1.4552396704798503
320_2879,1.454594713346561
400_2035,1.4518873572735354
330_497,1.451833924087302
320_821,1.4516055652575242
290_197,1.450664664080559
30_1320,1.4494142830131784
410_627,1.4475026802585864
370_2948,1.4473593830440519
790_1448,1.4471599818645338
2550_1623,1.4469497421338093
260_2502,1.4468157079249628
180_2267,1.4467108534900301
180_185,1.4433318376941546
410_696,1.442507434135869
480_1035,1.4412603272642726
980_340,1.4388157109700426
310_2734,1.438355913208224
380_4555,1.4375836454469721
250_1065,1.436725747961229
540_3008,1.4367160370157943
350_1265,1.435678500837498
590_4026,1.434376080380498
120_4792,1.4324929212160582
1070_400,1.427936311487654
320_5056,1.426588551392572
240_975,1.422739586955253
660_2073,1.4190262648865781
1050_394,1.4182210392540913
90_2568,1.4173718039906837
240_2006,1.4154705648382093
320_1348,1.4131823502203191
810_5324,1.4120520676851538
1390_1391,1.4116998684140973
270_5008,1.4112220444398627
250_7454,1.4111089810319797
560_3865,1.4083938822613953
830_1018,1.4056943666455246
780_2217,1.4054169925265105
80_997,1.403462656592721
1270_1163,1.4027327965061085
2550_572,1.4024300022972382
30_7454,1.4019240829462996
90_2092,1.3990160665867561
790_291,1.3951396338993545
160_496,1.3949253735317837
2550_2794,1.3928624024213916
550_499,1.3921082106617007
70_1483,1.3888858365959016
240_4969,1.3888172619159134
90_903,1.3883459648471999
2550_2881,1.3880953547799328
450_3459,1.3837080431660942
2550_689,1.383118875202231
540_424,1.3831165703391832
130_1031,1.382523622507586
270_2841,1.3823557067816141
630_569,1.3822636024027444
110_663,1.3810950899114236
260_249,1.3805595194386435
2550_1156,1.3799008459612736
140_771,1.3797241887788334
680_255,1.379617435429733
380_772,1.377471820878747
170_1057,1.3757858946438353
2550_739,1.3756891434037437
100_1116,1.373882612049103
120_885,1.3724076272165222
300_5830,1.3707620021670543
130_3765,1.3704831574500995
350_2205,1.3696545031149463
1000_896,1.3657975922236787
1760_1847,1.3645078314187993
250_3888,1.3644152856924996
280_197,1.364390991589098
1370_5217,1.363349037586578
290_3060,1.3577909334278695
410_300,1.35680442728923
330_1411,1.3533269290129775
120_1308,1.3519704484135124
110_1531,1.351583897661975
380_1961,1.3508793109604849
20_340,1.3469047924641775
490_524,1.346679012071314
360_427,1.3466609550023534
280_1304,1.34476366275015
280_4606,1.3441478518230667
470_2264,1.3440343474355387
630_2731,1.3417359779096802
930_619,1.3410312588883448
350_1873,1.3408171198228749
130_1468,1.3396962492706013
130_400,1.3375662810035596
440_1731,1.337066995678908
150_1646,1.3363804250288625
460_2225,1.33587381913785
2550_1931,1.3336455374857357
270_653,1.333032493802854
170_436,1.3318569449893811
540_1122,1.3305292047347828
420_927,1.3292362317938216
2550_4260,1.3286665321535782
10_454,1.328012556414247
2550_2930,1.3237936931403524
2550_2243,1.3237837774703152
2550_1796,1.32327677670862
680_185,1.32271086254708
310_4331,1.320940785179844
800_2601,1.3208345567532358
810_1038,1.319936519067209
130_2203,1.3198477938994697
420_1636,1.3194811793794425
50_601,1.3194371423379296
60_2293,1.3179381916667994
570_1274,1.3123141372508527
320_405,1.306688314293544
820_3414,1.3064079914773854
500_974,1.3060571053526728
410_1539,1.3050387402884829
730_227,1.304215067325327
350_434,1.304040835241007
1890_1608,1.303131448732781
2220_605,1.3003127872724416
990_1520,1.2925594320337854
580_1671,1.2923122339214441
2040_3833,1.2911336780621672
140_631,1.2905159154709613
370_4744,1.2893067111419385
80_797,1.2879737475812958
760_902,1.2876429572177253
450_7392,1.2875073950212084
1190_430,1.2849472997490048
490_1089,1.2847070340975881
100_1382,1.2820032367588634
350_4781,1.281732670914748
670_3039,1.281608914809301
400_895,1.2775582566582213
200_1898,1.276722072316028
2550_846,1.276134959188926
190_1870,1.276111616515271
430_1493,1.2759326478717061
140_742,1.2742841622803367
470_575,1.2732819830159319
220_434,1.2728127930961144
310_875,1.272594939101831
70_1902,1.271989638539065
650_428,1.2706674661825474
90_693,1.26945573002342
40_1198,1.2658352995553794
670_2098,1.2643288084575806
160_1545,1.2575826381225352
220_447,1.2558525042181437
2550_3317,1.2517302215482937
240_3112,1.248047075812102
370_1801,1.2473130652731097
2550_419,1.2472510977022406
110_4141,1.246844298192063
380_4181,1.2453216275045558
150_5059,1.2441622777055807
570_4614,1.2423961481572077
650_602,1.2420621897991933
260_780,1.2408476524518
360_447,1.2408218851240074
170_823,1.2370629303214018
170_4439,1.2369286069452679
260_2049,1.2340279683748303
650_6588,1.233907787679022
290_867,1.2328152338496905
70_550,1.2323358448967787
30_1386,1.2305971642482043
230_6624,1.2294384675971155
30_397,1.2293502766564859
60_805,1.227704350838936
670_2761,1.2250572909791915
1530_3004,1.2248360705641674
360_1469,1.2247533764460252
2550_539,1.2243108139423615
2550_1953,1.2242748151202187
330_945,1.2228475684782234
720_1335,1.2202547568478481
460_2970,1.2166857979403456
140_3302,1.2155352210200656
570_1409,1.2122536724445365
40_1548,1.2115246291262456
310_4126,1.2114668832005524
710_3047,1.2099161766966895
2550_2369,1.2097815478301608
190_1226,1.209275516382139
410_1776,1.2086028587911903
1660_1865,1.207924324061818
520_2684,1.2076824521109597
40_913,1.2051824995929519
240_784,1.2025991127380709
1810_3748,1.202369280986988
100_1777,1.1957795575058856
420_351,1.1955234137282094
530_583,1.1949466927775123
330_1445,1.1947919870998336
30_830,1.1946667195343308
880_6327,1.1932446195112458
470_4215,1.1929226400564164
470_478,1.1926906235338806
110_1903,1.192318044429871
400_3301,1.1918657466274294
70_1032,1.1914248875968623
30_1383,1.189880375978728
240_7454,1.189455358491373
2550_2497,1.1888320532669674
2550_1131,1.1886972526981288
300_2218,1.1860018130503007
70_646,1.183688255858707
470_6544,1.182826981587713
230_402,1.1814292728163602
530_4464,1.1810394638725648
750_443,1.180294878222413
270_2783,1.1775064262109036
460_671,1.1750394316109953
710_1428,1.1750370180018994
180_1920,1.1719380718715455
70_665,1.17160291416966
370_629,1.1691414748011568
820_487,1.1690717642898663
300_804,1.1681019360869596
280_835,1.167972961271366
170_600,1.1663313942040117
280_2842,1.1660349752104886
700_3402,1.1655054644666094
250_1335,1.1654133726104585
350_584,1.1642156889970627
170_997,1.162400681596094
550_740,1.1593644183756544
350_1986,1.1586036245928435
130_708,1.1574408987708555
230_5476,1.1566244473637297
860_508,1.1563658766468843
60_1785,1.154716208610812
70_5776,1.153120696969642
510_1778,1.1515987443040117
220_3685,1.148640709962931
280_3514,1.1486157256864333
280_2810,1.1469265607664942
130_1688,1.1457402923854019
880_400,1.1404170284889616
2550_1823,1.1403335774617303
100_2425,1.1400110961791416
1620_3238,1.1379805062126553
2550_1092,1.1378231480347063
60_1471,1.1377371673248555
50_787,1.136924042012959
280_1144,1.1365586729496815
390_1568,1.1363021594721416
200_949,1.1359545805677451
230_1621,1.1347525383572041
310_2001,1.1346897136020975
420_490,1.1343012979896914
160_3123,1.133878505131145
2550_710,1.1322117381047492
330_248,1.1316988495406906
310_776,1.130199568633531
2550_4392,1.1287398454651099
780_1452,1.1287287941096604
240_434,1.1270500476135041
660_520,1.1252614999845876
100_988,1.121041884571859
2140_6989,1.1184829381464256
520_2354,1.1172141345847835
380_3209,1.116203794431945
330_1200,1.116081229297869
260_1241,1.1153588386738884
1760_3478,1.115287945440575
240_743,1.1137768126329626
130_1026,1.1128788196790385
1020_979,1.112378568690589
2170_456,1.1121415750621695
860_523,1.1120028842346135
730_3085,1.1115972278953847
220_2733,1.1099404635306307
130_6239,1.1068524050592783
540_1324,1.1068251360405175
530_990,1.1062768811882073
60_3490,1.1056687354851669
310_1795,1.1049703291031456
440_453,1.103533334976892
280_2494,1.1033657190410397
630_250,1.1031013559705525
570_829,1.101845000185822
310_2829,1.1004995177305252
980_439,1.0998585956200255
950_329,1.0997797985777713
280_351,1.0996387258093352
240_389,1.09944555662787
300_3320,1.0990861011220867
490_591,1.097729208142047
290_1105,1.0975107408875853
690_977,1.0931248730778629
320_1070,1.0926039876721183
750_426,1.0920575356518845
260_476,1.0917850439323422
830_2123,1.0898758651967035
60_502,1.0893309797761503
130_2307,1.087036115288473
290_372,1.0855055861457823
2550_349,1.083688277791846
360_3408,1.083463214244197
260_2058,1.0814877553417548
500_1391,1.0799820838156502
790_1630,1.0797721448574509
370_2658,1.0797572858670474
70_1343,1.079745314448181
80_1186,1.0795845654564569
2550_2192,1.0766453062324624
270_3446,1.076580909422807
1160_6311,1.0763341002895614
110_754,1.0752068651369167
370_3004,1.0750884423595966
110_2826,1.073671537841549
210_604,1.0697907257091004
90_2160,1.0692086167802903
40_469,1.0691642579254563
60_2339,1.065251904061721
250_1164,1.0638962360132986
10_480,1.0631761241331543
80_1730,1.0628687635510332
290_2118,1.0628399919148663
490_2700,1.0627321435188053
680_3642,1.061882525407554
200_1730,1.060703423674203
560_437,1.0604191730682093
1290_1298,1.0598088993285366
530_3856,1.059232322910254
140_2253,1.0590989128845814
280_804,1.0581149977901878
500_2870,1.0575841134072423
300_523,1.0574963237389032
1990_4168,1.0559309196862727
50_2427,1.0558591634863823
220_1206,1.055574568819123
260_3983,1.0502454188738142
550_1211,1.048435341396602
340_2912,1.0479077828771848
40_2378,1.0472266031501967
230_591,1.0463636982992062
920_592,1.0460177404434678
330_3141,1.0452828250837878
700_1890,1.0446881883403802
470_1105,1.0445102080393895
2550_441,1.0444135844003464
780_7454,1.0430856044647914
90_4103,1.0423344360449833
270_2102,1.0416974026094503
320_871,1.0398688602267168
60_890,1.0397988629461417
110_1565,1.0391532991786407
670_4287,1.0387421324062456
80_1838,1.0386156255771721
760_395,1.0368301431437061
390_372,1.0335562469527833
330_2202,1.033066793858514
30_1489,1.0321063055355113
190_1046,1.0301526491866717
140_3180,1.0300747212393697
60_1111,1.0295102513096013
30_396,1.0284122910193851
110_1726,1.0266223250711326
410_1484,1.0263180219760213
600_2868,1.0255994551219096
240_2117,1.0235015221991335
290_1823,1.0226842301106969
230_1733,1.020892327544452
420_1887,1.0206338957094512
1010_1870,1.0201981872426098
220_347,1.020183975591733
100_650,1.0178165684793907
350_1151,1.0169817835497361
260_2572,1.01690154599408
460_1919,1.015682933829095
400_1960,1.0155079072447455
230_510,1.015151672837283
450_2264,1.0148260288857665
60_587,1.0108484025316473
190_1300,1.0104893764973888
280_754,1.0103573424655798
350_1905,1.008420769452207
40_707,1.0081388036924843
240_756,1.0059563838157868
220_335,1.0042101545024682
0_1018,1
0_1339,1
0_1443,1
0_1662,1
0_1723,1
0_1772,1
0_185,1
0_262,1
0_303,1
0_310,1
0_348,1
0_3655,1
0_400,1
0_428,1
0_472,1
0_476,1
0_507,1
0_509,1
0_517,1
0_535,1
0_554,1
0_570,1
0_577,1
0_618,1
0_663,1
0_802,1
0_936,1
10_1001,1
10_1004,1
10_1008,1
10_1013,1
10_1015,1
10_1022,1
10_1024,1
10_1026,1
10_1027,1
10_1029,1
10_1033,1
10_1035,1
10_1048,1
10_1057,1
10_1064,1
10_1065,1
10_1068,1
10_1069,1
10_1070,1
10_1078,1
10_1079,1
10_1082,1
10_1085,1
10_1087,1
10_1091,1
10_1093,1
10_1099,1
10_1100,1
10_1105,1
10_1115,1
10_1124,1
10_1126,1
10_1130,1
10_1138,1
10_1139,1
10_1151,1
10_1161,1
10_1167,1
10_1171,1
10_1174,1
10_1175,1
10_1178,1
10_1196,1
10_1197,1
10_1200,1
10_1204,1
10_1215,1
10_1216,1
10_1223,1
10_1234,1
10_1239,1
10_1250,1
10_1254,1
10_1265,1
10_1266,1
10_1297,1
10_1303,1
10_1321,1
10_1338,1
10_1345,1
10_1356,1
10_1358,1
10_1367,1
10_1368,1
10_1375,1
10_1377,1
10_1388,1
10_1405,1
10_1409,1
10_1411,1
10_1413,1
10_1422,1
10_1423,1
10_1427,1
10_1433,1
10_1468,1
10_1494,1
10_1513,1
10_1530,1
10_1547,1
10_1559,1
10_1577,1
10_1595,1
10_1625,1
10_1742,1
10_1744,1
10_1749,1
10_1750,1
10_1753,1
10_1757,1
10_1785,1
10_1795,1
10_1798,1
10_1804,1
10_1817,1
10_1849,1
10_1864,1
10_1894,1
10_1895,1
10_1930,1
10_1959,1
10_1971,1
10_198,1
10_2018,1
10_208,1
10_2095,1
10_213,1
10_216,1
10_2162,1
10_2171,1
10_2181,1
10_2188,1
10_2215,1
10_2220,1
10_2226,1
10_224,1
10_2242,1
10_229,1
10_2342,1
10_244,1
10_246,1
10_247,1
10_250,1
10_2512,1
10_253,1
10_2557,1
10_2576,1
10_259,1
10_2610,1
10_266,1
10_274,1
10_2811,1
10_282,1
10_284,1
10_287,1
10_290,1
10_2922,1
10_2943,1
10_301,1
10_3036,1
10_3042,1
10_309,1
10_310,1
10_314,1
10_319,1
10_320,1
10_322,1
10_323,1
10_324,1
10_3252,1
10_327,1
10_329,1
10_343,1
10_3461,1
10_349,1
10_352,1
10_353,1
10_359,1
10_361,1
10_3614,1
10_363,1
10_367,1
10_371,1
10_373,1
10_3751,1
10_376,1
10_380,1
10_385,1
10_394,1
10_395,1
10_403,1
10_409,1
10_4093,1
10_410,1
10_411,1
10_415,1
10_421,1
10_424,1
10_431,1
10_434,1
10_438,1
10_440,1
10_446,1
10_451,1
10_456,1
10_458,1
10_464,1
10_466,1
10_467,1
10_468,1
10_469,1
10_472,1
10_475,1
10_476,1
10_477,1
10_4802,1
10_4831,1
10_485,1
10_486,1
10_491,1
10_493,1
10_496,1
10_4982,1
10_502,1
10_506,1
10_515,1
10_516,1
10_518,1
10_5188,1
10_520,1
10_522,1
10_525,1
10_529,1
10_530,1
10_539,1
10_547,1
10_551,1
10_558,1
10_559,1
10_561,1
10_563,1
10_565,1
10_567,1
10_581,1
10_588,1
10_590,1
10_591,1
10_592,1
10_593,1
10_597,1
10_598,1
10_600,1
10_603,1
10_608,1
10_612,1
10_6138,1
10_614,1
10_615,1
10_618,1
10_620,1
10_622,1
10_625,1
10_626,1
10_630,1
10_632,1
10_633,1
10_640,1
10_644,1
10_649,1
10_650,1
10_651,1
10_652,1
10_653,1
10_656,1
10_657,1
10_658,1
10_661,1
10_663,1
10_667,1
10_668,1
10_674,1
10_678,1
10_679,1
10_680,1
10_682,1
10_686,1
10_690,1
10_701,1
10_702,1
10_703,1
10_709,1
10_713,1
10_717,1
10_718,1
10_719,1
10_720,1
10_723,1
10_728,1
10_731,1
10_733,1
10_735,1
10_736,1
10_742,1
10_744,1
10_7454,1
10_749,1
10_750,1
10_752,1
10_753,1
10_756,1
10_757,1
10_762,1
10_767,1
10_768,1
10_771,1
10_772,1
10_781,1
10_792,1
10_797,1
10_800,1
10_801,1
10_809,1
10_813,1
10_830,1
10_831,1
10_832,1
10_834,1
10_836,1
10_838,1
10_839,1
10_843,1
10_846,1
10_856,1
10_864,1
10_869,1
10_871,1
10_877,1
10_885,1
10_891,1
10_895,1
10_896,1
10_897,1
10_898,1
10_900,1
10_902,1
10_905,1
10_914,1
10_919,1
10_928,1
10_932,1
10_934,1
10_935,1
10_938,1
10_939,1
10_941,1
10_946,1
10_951,1
10_959,1
10_961,1
10_971,1
10_976,1
10_981,1
10_994,1
10_997,1
100_1004,1
100_1008,1
100_1012,1
100_1018,1
100_1020,1
100_1021,1
100_1025,1
100_1029,1
100_1031,1
100_1041,1
100_1045,1
100_1058,1
100_1063,1
100_1067,1
100_1076,1
100_1078,1
100_1081,1
100_1085,1
100_1090,1
100_1092,1
100_1096,1
100_1107,1
100_1112,1
100_1113,1
100_1121,1
100_1123,1
100_1126,1
100_1130,1
100_1132,1
100_1141,1
100_1145,1
100_1146,1
100_1150,1
100_1156,1
100_1166,1
100_1186,1
100_1188,1
100_1199,1
100_1204,1
100_1213,1
100_1214,1
100_1220,1
100_1221,1
100_1223,1
100_1227,1
100_1233,1
100_1238,1
100_1245,1
100_1248,1
100_1251,1
100_1254,1
100_1267,1
100_1302,1
100_1309,1
100_1315,1
100_1327,1
100_1339,1
100_1342,1
100_1350,1
100_1373,1
100_1377,1
100_1403,1
100_1414,1
100_1437,1
100_1438,1
100_1454,1
100_1460,1
100_1462,1
100_1469,1
100_1473,1
100_1478,1
100_1515,1
100_1517,1
100_1518,1
100_1528,1
100_1533,1
100_1536,1
100_1564,1
100_1568,1
100_1587,1
100_1595,1
100_1597,1
100_1603,1
100_1620,1
100_1641,1
100_1644,1
100_1645,1
100_1650,1
100_1667,1
100_1684,1
100_1697,1
100_1700,1
100_1729,1
100_1756,1
100_1758,1
100_1761,1
100_1766,1
100_1780,1
100_1785,1
100_1792,1
100_1807,1
100_1809,1
100_1831,1
100_1841,1
100_1845,1
100_185,1
100_1853,1
100_1863,1
100_1877,1
100_1878,1
100_1885,1
100_1892,1
100_1896,1
100_1902,1
100_1908,1
100_1918,1
100_1973,1
100_1977,1
100_1981,1
100_201,1
100_2026,1
100_2027,1
100_2046,1
100_2079,1
100_2090,1
100_210,1
100_2101,1
100_2115,1
100_2119,1
100_2123,1
100_2148,1
100_2169,1
100_2176,1
100_220,1
100_2221,1
100_2229,1
100_2230,1
100_2238,1
100_231,1
100_2313,1
100_2314,1
100_232,1
100_2343,1
100_2360,1
100_2364,1
100_2373,1
100_2403,1
100_2417,1
100_2424,1
100_245,1
100_2462,1
100_2468,1
100_2469,1
100_2480,1
100_2485,1
100_2518,1
100_2539,1
100_254,1
100_2591,1
100_2596,1
100_2645,1
100_2664,1
100_2669,1
100_2755,1
100_2907,1
100_2939,1
100_2952,1
100_2972,1
100_2986,1
100_2999,1
100_3002,1
100_3011,1
100_303,1
100_3094,1
100_310,1
100_3138,1
100_316,1
100_3166,1
100_3194,1
100_325,1
100_3283,1
100_334,1
100_3366,1
100_3438,1
100_3450,1
100_3565,1
100_3587,1
100_3590,1
100_3707,1
100_372,1
100_3806,1
100_382,1
100_3843,1
100_396,1
100_3983,1
100_3994,1
100_401,1
100_402,1
100_4062,1
100_4077,1
100_4086,1
100_411,1
100_417,1
100_420,1
100_4242,1
100_433,1
100_437,1
100_4419,1
100_4495,1
100_450,1
100_4509,1
100_4551,1
100_456,1
100_466,1
100_469,1
100_475,1
100_4794,1
100_486,1
100_491,1
100_493,1
100_494,1
100_509,1
100_515,1
100_5154,1
100_518,1
100_519,1
100_520,1
100_521,1
100_5216,1
100_5319,1
100_540,1
100_543,1
100_5550,1
100_559,1
100_561,1
100_5644,1
100_568,1
100_570,1
100_575,1
100_577,1
100_579,1
100_584,1
100_592,1
100_593,1
100_599,1
100_604,1
100_6052,1
100_611,1
100_613,1
100_615,1
100_6164,1
100_622,1
100_623,1
100_625,1
100_627,1
100_6284,1
100_632,1
100_640,1
100_644,1
100_646,1
100_647,1
100_660,1
100_669,1
100_670,1
100_672,1
100_677,1
100_678,1
100_680,1
100_684,1
100_687,1
100_688,1
100_724,1
100_726,1
100_736,1
100_738,1
100_739,1
100_740,1
100_7404,1
100_7454,1
100_752,1
100_766,1
100_782,1
100_793,1
100_796,1
100_800,1
100_804,1
100_808,1
100_819,1
100_830,1
100_847,1
100_867,1
100_868,1
100_869,1
100_890,1
100_894,1
100_905,1
100_912,1
100_916,1
100_925,1
100_932,1
100_934,1
100_938,1
100_939,1
100_946,1
100_956,1
100_958,1
100_960,1
100_961,1
100_963,1
100_964,1
100_973,1
100_979,1
100_986,1
100_996,1
1000_1017,1
1000_1086,1
1000_1091,1
1000_1110,1
1000_1144,1
1000_1374,1
1000_2023,1
1000_2916,1
1000_639,1
1000_7454,1
1000_907,1
1010_1504,1
1010_1694,1
1010_1770,1
1010_2349,1
1010_2522,1
1010_271,1
1010_3716,1
1010_494,1
1010_4947,1
1010_5399,1
1010_895,1
1020_1177,1
1020_1597,1
1020_1743,1
1020_1977,1
1020_2628,1
1020_3941,1
1020_3947,1
1020_861,1
1030_1018,1
1030_1287,1
1030_2765,1
1030_3006,1
1030_3703,1
1030_401,1
1030_826,1
1030_953,1
1040_1243,1
1040_2103,1
1040_2412,1
1040_2942,1
1040_310,1
1040_5847,1
1040_779,1
1040_780,1
1040_868,1
1040_948,1
1050_1332,1
1050_1491,1
1050_1511,1
1050_2012,1
1050_2658,1
1050_3304,1
1050_3599,1
1050_682,1
1050_7454,1
1060_1068,1
1060_1193,1
1060_1304,1
1060_1445,1
1060_479,1
1070_1220,1
1070_2792,1
1070_3329,1
1070_3810,1
1070_435,1
1080_1491,1
1080_1650,1
1080_5284,1
1090_2400,1
1090_2406,1
1090_3556,1
1090_4589,1
1090_503,1
1090_590,1
1090_7454,1
110_1004,1
110_1007,1
110_1020,1
110_1025,1
110_1026,1
110_1032,1
110_1039,1
110_1040,1
110_1045,1
110_1053,1
110_1059,1
110_1065,1
110_1071,1
110_1072,1
110_1075,1
110_1078,1
110_1091,1
110_1092,1
110_1099,1
110_1101,1
110_1105,1
110_1111,1
110_1119,1
110_1120,1
110_1121,1
110_1122,1
110_1131,1
110_1133,1
110_1135,1
110_1138,1
110_1139,1
110_1144,1
110_1146,1
110_1149,1
110_1162,1
110_1165,1
110_1173,1
110_1174,1
110_1176,1
110_1181,1
110_1189,1
110_1190,1
110_1194,1
110_1203,1
110_1208,1
110_1218,1
110_1230,1
110_1239,1
110_1244,1
110_1246,1
110_1253,1
110_1254,1
110_1270,1
110_1275,1
110_1276,1
110_1280,1
110_1286,1
110_1289,1
110_1299,1
110_1313,1
110_1314,1
110_1328,1
110_1331,1
110_1332,1
110_1333,1
110_1340,1
110_1342,1
110_1350,1
110_1378,1
110_1394,1
110_1396,1
110_1407,1
110_1409,1
110_1418,1
110_1419,1
110_1427,1
110_1430,1
110_1431,1
110_1433,1
110_1435,1
110_1444,1
110_1451,1
110_1453,1
110_1463,1
110_1470,1
110_1472,1
110_1479,1
110_1484,1
110_1489,1
110_1495,1
110_1500,1
110_1505,1
110_1507,1
110_1529,1
110_1533,1
110_1540,1
110_1561,1
110_1571,1
110_1580,1
110_1584,1
110_1587,1
110_1592,1
110_1598,1
110_1608,1
110_1614,1
110_1619,1
110_1643,1
110_1644,1
110_1646,1
110_1648,1
110_1661,1
110_1662,1
110_1684,1
110_1692,1
110_1703,1
110_1707,1
110_1722,1
110_1724,1
110_1741,1
110_1743,1
110_1757,1
110_1772,1
110_1776,1
110_1782,1
110_1786,1
110_1794,1
110_1808,1
110_1812,1
110_1820,1
110_1825,1
110_1840,1
110_185,1
110_1865,1
110_1867,1
110_1875,1
110_1876,1
110_1886,1
110_191,1
110_1912,1
110_1925,1
110_1929,1
110_1931,1
110_1932,1
110_1939,1
110_1954,1
110_1966,1
110_1970,1
110_1974,1
110_1979,1
110_1982,1
110_201,1
110_2032,1
110_2047,1
110_2048,1
110_2055,1
110_2080,1
110_2091,1
110_2104,1
110_2113,1
110_2122,1
110_2127,1
110_2140,1
110_2152,1
110_2156,1
110_2169,1
110_2190,1
110_220,1
110_2205,1
110_2219,1
110_2224,1
110_2231,1
110_2236,1
110_224,1
110_2250,1
110_2270,1
110_2271,1
110_2323,1
110_2331,1
110_2339,1
110_2356,1
110_2360,1
110_2372,1
110_2374,1
110_2376,1
110_240,1
110_2408,1
110_2419,1
110_2497,1
110_2503,1
110_2553,1
110_2561,1
110_2580,1
110_2601,1
110_2611,1
110_2629,1
110_2660,1
110_2667,1
110_2705,1
110_2712,1
110_2742,1
110_2744,1
110_275,1
110_2762,1
110_2771,1
110_2791,1
110_2800,1
110_2809,1
110_283,1
110_2839,1
110_2852,1
110_2858,1
110_2860,1
110_2907,1
110_2933,1
110_2955,1
110_2983,1
110_2993,1
110_3000,1
110_3007,1
110_3010,1
110_3016,1
110_3084,1
110_3136,1
110_314,1
110_3171,1
110_3174,1
110_3202,1
110_322,1
110_3240,1
110_3253,1
110_3276,1
110_328,1
110_3290,1
110_332,1
110_3339,1
110_3352,1
110_3386,1
110_3439,1
110_345,1
110_3513,1
110_3554,1
110_3566,1
110_3591,1
110_3679,1
110_369,1
110_3699,1
110_372,1
110_3776,1
110_381,1
110_3834,1
110_3857,1
110_3868,1
110_3932,1
110_3944,1
110_3984,1
110_399,1
110_401,1
110_404,1
110_4059,1
110_4060,1
110_4063,1
110_4090,1
110_4116,1
110_4131,1
110_4134,1
110_414,1
110_4144,1
110_418,1
110_4192,1
110_4204,1
110_4271,1
110_4275,1
110_434,1
110_4386,1
110_4396,1
110_441,1
110_4483,1
110_4495,1
110_452,1
110_4576,1
110_4649,1
110_467,1
110_469,1
110_4696,1
110_4707,1
110_488,1
110_4901,1
110_4918,1
110_493,1
110_5032,1
110_5046,1
110_511,1
110_5134,1
110_518,1
110_5260,1
110_527,1
110_531,1
110_534,1
110_538,1
110_542,1
110_549,1
110_554,1
110_564,1
110_568,1
110_572,1
110_5732,1
110_577,1
110_580,1
110_581,1
110_583,1
110_5840,1
110_5915,1
110_592,1
110_594,1
110_596,1
110_6044,1
110_609,1
110_620,1
110_631,1
110_6324,1
110_676,1
110_677,1
110_681,1
110_682,1
110_683,1
110_684,1
110_690,1
110_691,1
110_695,1
110_697,1
110_701,1
110_704,1
110_709,1
110_710,1
110_713,1
110_7133,1
110_716,1
110_722,1
110_7224,1
110_727,1
110_735,1
110_742,1
110_743,1
110_7454,1
110_746,1
110_760,1
110_767,1
110_774,1
110_775,1
110_776,1
110_780,1
110_793,1
110_800,1
110_802,1
110_805,1
110_809,1
110_814,1
110_821,1
110_823,1
110_825,1
110_828,1
110_835,1
110_844,1
110_849,1
110_859,1
110_869,1
110_879,1
110_882,1
110_895,1
110_899,1
110_902,1
110_906,1
110_908,1
110_909,1
110_910,1
110_917,1
110_919,1
110_942,1
110_944,1
110_945,1
110_946,1
110_947,1
110_953,1
110_957,1
110_960,1
110_968,1
110_969,1
110_973,1
110_979,1
110_990,1
110_992,1
1100_1205,1
1100_2815,1
1100_303,1
1100_3032,1
1100_3049,1
1100_4018,1
1100_4299,1
1100_720,1
1100_7454,1
1100_786,1
1100_842,1
1110_1042,1
1110_1348,1
1110_2037,1
1110_3295,1
1110_422,1
1110_4926,1
1110_541,1
1110_730,1
1120_1246,1
1120_276,1
1120_897,1
1130_1453,1
1130_2031,1
1130_2737,1
1130_3858,1
1140_1369,1
1140_1653,1
1140_2333,1
1140_2524,1
1140_3238,1
1140_3343,1
1140_437,1
1140_7454,1
1140_975,1
1150_2046,1
1150_3405,1
1150_3765,1
1150_4769,1
1150_5008,1
1150_954,1
1160_1257,1
